layer_name,layer_idx,mean_alpha_bias,std_alpha_bias,mean_alpha_sq_bias,eff_rank_bound_bias,mean_alpha_weight,eff_rank_bound_weight
features.0,0,0.467136412858963,0.4470760226249695,0.4180777668952942,2.391639403851753,0.17688453197479248,5.65135088559615
features.3,1,0.6144435405731201,0.1859586089849472,0.4121187925338745,2.426214425791402,0.32993102073669434,3.0304557104857524
classifier.0,2,0.729155421257019,0.13700298964977264,0.5504360198974609,1.8166256476773044,0.2501625716686249,3.9964646107930064
classifier.2,3,0.7414659261703491,0.10597391426563263,0.5610013008117676,1.7824180845708184,0.3195060193538666,3.12931075171244
classifier.4,4,0.8975189328193665,0.07156585901975632,0.8106615543365479,1.233537900805772,0.45592808723449707,2.1931238733189504
