layer_name,layer_idx,batch_idx,sample_idx,alpha_bias,alpha_weight
features.0,0,0,0,0.8169578313827515,0.24874462187290192
features.0,0,0,1,0.4994264841079712,0.02717246115207672
features.0,0,0,2,0.5615736246109009,0.5926640629768372
features.0,0,0,3,0.07901802659034729,0.4374866783618927
features.0,0,0,4,0.5721332430839539,0.5481934547424316
features.0,0,0,5,0.8060820698738098,0.13969340920448303
features.0,0,0,6,0.8238776326179504,0.5300647020339966
features.0,0,0,7,-0.16805186867713928,0.1944095492362976
features.0,0,0,8,0.7751849889755249,0.5641859769821167
features.0,0,0,9,0.7108636498451233,0.29141098260879517
features.0,0,0,10,0.7446523904800415,0.3410058915615082
features.0,0,0,11,-0.22143720090389252,0.22691139578819275
features.0,0,0,12,0.2496420443058014,0.44238364696502686
features.0,0,0,13,-0.2274411916732788,0.08953658491373062
features.0,0,0,14,0.01157362386584282,0.049865249544382095
features.0,0,0,15,-0.021691128611564636,-0.09540842473506927
features.0,0,0,16,0.5600468516349792,0.19736865162849426
features.0,0,0,17,0.6743260025978088,0.3130275011062622
features.0,0,0,18,0.8211175203323364,0.49491608142852783
features.0,0,0,19,-0.4099026024341583,-0.19633010029792786
features.0,0,0,20,0.6527374982833862,0.3450991213321686
features.0,0,0,21,0.7384558916091919,0.5454871654510498
features.0,0,0,22,0.524929940700531,0.5134488344192505
features.0,0,0,23,0.5947703719139099,0.47188249230384827
features.0,0,0,24,0.44429340958595276,0.476010799407959
features.0,0,0,25,0.6988077163696289,-0.2077450156211853
features.0,0,0,26,0.35887378454208374,0.061418186873197556
features.0,0,0,27,0.5253666639328003,0.3322329521179199
features.0,0,0,28,0.5016147494316101,0.029990069568157196
features.0,0,0,29,0.7783230543136597,0.41479331254959106
features.0,0,0,30,0.570349931716919,0.6092196702957153
features.0,0,0,31,0.6871238946914673,0.41948506236076355
features.0,0,0,32,0.5392462015151978,0.40425628423690796
features.0,0,0,33,0.17175838351249695,-0.15775597095489502
features.0,0,0,34,0.32130134105682373,0.43577831983566284
features.0,0,0,35,0.6932029128074646,0.6084558963775635
features.0,0,0,36,-0.036030113697052,-0.004640141502022743
features.0,0,0,37,0.8525212407112122,0.750217616558075
features.0,0,0,38,0.4097411334514618,0.15987806022167206
features.0,0,0,39,0.5470526218414307,0.39387577772140503
features.0,0,0,40,0.656262993812561,0.5077678561210632
features.0,0,0,41,0.6417962312698364,0.47741591930389404
features.0,0,0,42,0.5922776460647583,0.6486443877220154
features.0,0,0,43,0.7164264917373657,0.0173247829079628
features.0,0,0,44,0.5571384429931641,0.24928951263427734
features.0,0,0,45,0.6538426876068115,0.6545511484146118
features.0,0,0,46,0.6328785419464111,0.3151850402355194
features.0,0,0,47,0.7015624642372131,0.5725188255310059
features.0,0,0,48,0.5834356546401978,0.5507135987281799
features.0,0,0,49,0.6456001996994019,-0.21131491661071777
features.0,0,0,50,0.2682945132255554,0.23253044486045837
features.0,0,0,51,0.687409520149231,0.33352306485176086
features.0,0,0,52,-0.03143027424812317,0.43130820989608765
features.0,0,0,53,0.6919408440589905,0.7316286563873291
features.0,0,0,54,0.7019073963165283,0.5491738319396973
features.0,0,0,55,0.788501501083374,0.48838889598846436
features.0,0,0,56,0.18147318065166473,0.489740252494812
features.0,0,0,57,0.7883055210113525,0.60513836145401
features.0,0,0,58,0.7578768134117126,0.4201759099960327
