layer_name,layer_idx,batch_idx,sample_idx,alpha_bias,alpha_weight
stem.1,0,0,0,0.7590761184692383,0.7672946453094482
stem.1,0,0,1,0.7686706781387329,0.6657142043113708
stem.1,0,0,2,0.6373483538627625,0.7613314986228943
stem.1,0,0,3,0.5586234927177429,0.6022878885269165
stem.1,0,0,4,0.6155486702919006,0.6074328422546387
stem.1,0,0,5,0.560460090637207,0.5918899178504944
stem.1,0,0,6,0.47617581486701965,0.6806677579879761
stem.1,0,0,7,0.797976553440094,0.7886959910392761
stem.1,0,0,8,0.7928363680839539,0.8829365968704224
stem.1,0,0,9,0.6747829914093018,0.8265492916107178
stem.1,0,0,10,0.7299766540527344,0.7829861044883728
stem.1,0,0,11,0.768362820148468,0.8780049085617065
stem.1,0,0,12,0.6519951820373535,0.5975821614265442
stem.1,0,0,13,0.526721179485321,0.6077005863189697
stem.1,0,0,14,0.723556637763977,0.7652872800827026
stem.1,0,0,15,0.6733220219612122,0.8057982921600342
stem.1,0,0,16,0.7868585586547852,0.778986394405365
stem.1,0,0,17,0.7038028240203857,0.8114640116691589
stem.1,0,0,18,0.7436349987983704,0.7442264556884766
stem.1,0,0,19,0.8066505789756775,0.7751398086547852
stem.1,0,0,20,0.8209578990936279,0.8420721292495728
stem.1,0,0,21,0.5386345386505127,0.8293678760528564
stem.1,0,0,22,0.35815930366516113,0.42984962463378906
stem.1,0,0,23,0.73247230052948,0.8515691757202148
stem.1,0,0,24,0.6896848082542419,0.8117716312408447
stem.1,0,0,25,0.5070507526397705,0.5427901744842529
stem.1,0,0,26,0.6021150946617126,0.7350499629974365
stem.1,0,0,27,0.6011980175971985,0.8383285403251648
stem.1,0,0,28,0.5375910997390747,0.5209723711013794
stem.1,0,0,29,0.7647192478179932,0.8799396753311157
stem.1,0,0,30,0.3840633034706116,0.2407003939151764
stem.1,0,0,31,0.28826814889907837,0.40013131499290466
stem.1,0,0,32,0.8211557865142822,0.7453905344009399
stem.1,0,0,33,0.5239675641059875,0.4684154987335205
stem.1,0,0,34,0.7265570759773254,0.774051308631897
stem.1,0,0,35,0.7187095880508423,0.7598809003829956
stem.1,0,0,36,0.5580331087112427,0.7405558824539185
stem.1,0,0,37,0.5940759181976318,0.7547237873077393
stem.1,0,0,38,0.2805774211883545,0.3432278633117676
stem.1,0,0,39,0.7803827524185181,0.8539122343063354
stem.1,0,0,40,0.7602877616882324,0.728221595287323
stem.1,0,0,41,0.818994402885437,0.7462707757949829
stem.1,0,0,42,0.6405928134918213,0.7268821001052856
stem.1,0,0,43,0.6199724674224854,0.6562088131904602
stem.1,0,0,44,0.47183892130851746,0.5379571318626404
stem.1,0,0,45,0.7333806753158569,0.8128901124000549
stem.1,0,0,46,0.7186911702156067,0.7630836367607117
stem.1,0,0,47,0.25091639161109924,0.3269820809364319
stem.1,0,0,48,0.15942105650901794,0.42652857303619385
stem.1,0,0,49,0.4170210361480713,0.6836222410202026
stem.1,0,0,50,0.7093409299850464,0.8509571552276611
stem.1,0,0,51,0.7775564193725586,0.7974042892456055
stem.1,0,0,52,0.5729025602340698,0.4870080351829529
stem.1,0,0,53,0.6904317140579224,0.5797390937805176
stem.1,0,0,54,0.7940294146537781,0.8316284418106079
stem.1,0,0,55,0.714672327041626,0.7017116546630859
stem.1,0,0,56,0.5984640717506409,0.4232209324836731
stem.1,0,0,57,0.35988759994506836,0.3992833197116852
stem.1,0,0,58,0.4248366057872772,0.5146265029907227
stem.1,0,0,59,0.38182005286216736,0.4417967200279236
stem.1,0,0,60,0.6378597021102905,0.620051383972168
stem.1,0,0,61,0.8054636716842651,0.8015804290771484
stem.1,0,0,62,0.6240729093551636,0.7579574584960938
stem.1,0,0,63,0.7451417446136475,0.8183043599128723
layer1.0.bn1,1,0,0,0.7618370056152344,0.6882685422897339
layer1.0.bn1,1,0,1,0.7383398413658142,0.7885845303535461
layer1.0.bn1,1,0,2,0.5955790877342224,0.5210596323013306
layer1.0.bn1,1,0,3,0.6620708703994751,0.5095735788345337
layer1.0.bn1,1,0,4,0.6015188694000244,0.5747937560081482
layer1.0.bn1,1,0,5,0.6199622750282288,0.6678675413131714
layer1.0.bn1,1,0,6,0.48244571685791016,0.5514034032821655
layer1.0.bn1,1,0,7,0.863213062286377,0.8627628087997437
layer1.0.bn1,1,0,8,0.7264258861541748,0.8599165678024292
layer1.0.bn1,1,0,9,0.6573876142501831,0.6921935677528381
layer1.0.bn1,1,0,10,0.6407593488693237,0.7412395477294922
layer1.0.bn1,1,0,11,0.774705171585083,0.8661741018295288
