layer_name,layer_idx,gamma,mean_sim,eff_rank_lb,residual_norm
conv_layers.0,0,0.89556485414505,0.288210928440094,1.2395416357510616,0.03558231145143509
conv_layers.4,1,0.7475804686546326,0.16172996163368225,1.7562978762334491,0.023771369829773903
fc_layers.0,2,0.7346227169036865,0.07030031830072403,1.8160990447391647,0.015375553630292416
fc_layers.3,3,0.8292083740234375,0.03896489366889,1.4387972824054645,0.01757838763296604
