layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,4,21,0.20198075473308563
conv_layers.0,0,4,22,0.33040326833724976
conv_layers.0,0,4,23,0.14030584692955017
conv_layers.0,0,4,24,0.06852103024721146
conv_layers.0,0,4,25,0.27090737223625183
conv_layers.0,0,4,26,0.43074971437454224
conv_layers.0,0,4,27,0.027922237291932106
conv_layers.0,0,4,28,0.8803163170814514
conv_layers.0,0,4,29,0.27502867579460144
conv_layers.0,0,4,30,0.5187952518463135
conv_layers.0,0,4,31,0.5029409527778625
conv_layers.0,0,4,32,0.21484428644180298
conv_layers.0,0,4,33,0.3293496370315552
conv_layers.0,0,4,34,0.1495087593793869
conv_layers.0,0,4,35,0.32865259051322937
conv_layers.0,0,4,36,0.12578225135803223
conv_layers.0,0,4,37,0.6752915382385254
conv_layers.0,0,4,38,0.2756999433040619
conv_layers.0,0,4,39,0.15190750360488892
conv_layers.0,0,4,40,0.05411239713430405
conv_layers.0,0,4,41,0.3394334018230438
conv_layers.0,0,4,42,0.6125859022140503
conv_layers.0,0,5,0,0.40039169788360596
conv_layers.0,0,5,1,0.46951404213905334
conv_layers.0,0,5,2,0.01716231182217598
conv_layers.0,0,5,3,0.1151791512966156
conv_layers.0,0,5,4,0.18067795038223267
conv_layers.0,0,5,6,0.26352617144584656
conv_layers.0,0,5,7,0.39396828413009644
conv_layers.0,0,5,8,0.25514671206474304
conv_layers.0,0,5,9,0.09055061638355255
conv_layers.0,0,5,10,0.35440540313720703
conv_layers.0,0,5,11,0.2713327705860138
conv_layers.0,0,5,12,0.04719804599881172
conv_layers.0,0,5,13,0.20400123298168182
conv_layers.0,0,5,14,0.3336038589477539
conv_layers.0,0,5,15,0.08818808197975159
conv_layers.0,0,5,16,0.0019486034289002419
conv_layers.0,0,5,17,0.37548381090164185
conv_layers.0,0,5,18,0.02687036618590355
conv_layers.0,0,5,19,0.47061073780059814
conv_layers.0,0,5,20,0.21732421219348907
conv_layers.0,0,5,21,0.48667991161346436
conv_layers.0,0,5,22,0.3914520740509033
conv_layers.0,0,5,23,0.4095649719238281
conv_layers.0,0,5,24,0.08180415630340576
conv_layers.0,0,5,25,0.2221859246492386
conv_layers.0,0,5,26,0.2078305184841156
conv_layers.0,0,5,27,0.08916551619768143
conv_layers.0,0,5,28,0.23546625673770905
conv_layers.0,0,5,29,0.25560134649276733
conv_layers.0,0,5,30,0.364359974861145
conv_layers.0,0,5,31,0.311328649520874
conv_layers.0,0,5,32,0.16336823999881744
conv_layers.0,0,5,33,0.0480690561234951
conv_layers.0,0,5,34,0.21388022601604462
conv_layers.0,0,5,35,0.5275505185127258
conv_layers.0,0,5,36,0.3879750967025757
conv_layers.0,0,5,37,0.02885432355105877
conv_layers.0,0,5,38,0.13521221280097961
conv_layers.0,0,5,39,0.16215018928050995
conv_layers.0,0,5,40,0.3474375903606415
conv_layers.0,0,5,41,0.5120598077774048
conv_layers.0,0,5,42,0.18383380770683289
conv_layers.0,0,6,0,0.004650237038731575
conv_layers.0,0,6,1,0.25893911719322205
conv_layers.0,0,6,2,0.24697202444076538
conv_layers.0,0,6,3,0.2751728892326355
conv_layers.0,0,6,4,0.04342768341302872
conv_layers.0,0,6,5,0.26352617144584656
conv_layers.0,0,6,7,0.4697133004665375
conv_layers.0,0,6,8,0.2220258265733719
conv_layers.0,0,6,9,0.4378795623779297
conv_layers.0,0,6,10,0.09248717874288559
conv_layers.0,0,6,11,0.44369930028915405
conv_layers.0,0,6,12,0.11278335750102997
conv_layers.0,0,6,13,0.12716145813465118
conv_layers.0,0,6,14,0.11756754666566849
conv_layers.0,0,6,15,0.4757933020591736
conv_layers.0,0,6,16,0.3700098991394043
conv_layers.0,0,6,17,0.23147627711296082
conv_layers.0,0,6,18,0.12089395523071289
conv_layers.0,0,6,19,0.13275328278541565
conv_layers.0,0,6,20,0.17892703413963318
conv_layers.0,0,6,21,0.36186617612838745
conv_layers.0,0,6,22,0.0540553480386734
conv_layers.0,0,6,23,0.004447992891073227
conv_layers.0,0,6,24,0.5159700512886047
conv_layers.0,0,6,25,0.30611658096313477
conv_layers.0,0,6,26,0.05766972154378891
conv_layers.0,0,6,27,0.3564213514328003
conv_layers.0,0,6,28,0.03474894538521767
conv_layers.0,0,6,29,0.2935211956501007
conv_layers.0,0,6,30,0.25423452258110046
conv_layers.0,0,6,31,0.19550246000289917
conv_layers.0,0,6,32,0.3902634084224701
conv_layers.0,0,6,33,0.48178231716156006
conv_layers.0,0,6,34,0.4836006462574005
conv_layers.0,0,6,35,0.15715482831001282
conv_layers.0,0,6,36,0.07724453508853912
conv_layers.0,0,6,37,0.26578179001808167
conv_layers.0,0,6,38,0.22720855474472046
conv_layers.0,0,6,39,0.31848597526550293
conv_layers.0,0,6,40,0.566135585308075
